Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%)
5,0.78,13.18,52.86,0.0,46.34,8.75,2.43,64.4,27.3
6,0.28,13.41,38.71,0.0,41.55,9.62,2.87,68.22,34.1
6,0.52,14.45,32.76,0.0,33.96,8.66,2.01,68.74,38.2
4,2.57,15.26,28.92,0.24,42.25,10.1,2.45,68.86,34.3
6,0.56,18.81,38.49,0.0,21.76,10.22,1.82,67.99,27.4
6,0.36,14.05,42.98,0.26,16.28,10.47,1.74,69.79,32.4
5,0.39,19.59,48.92,0.1,38.86,8.91,0.74,66.95,39.3
6,0.3,17.43,46.27,0.14,34.26,9.18,0.72,68.81,38.8
5,0.97,18.98,35.65,0.49,16.13,9.63,2.13,65.28,25.9
3,3.97,20.36,42.55,0.0,40.41,9.18,2.41,67.43,29.6
6,0.47,13.25,55.71,0.44,30.81,9.47,0.52,71.26,24.3
6,0.36,16.34,41.58,0.0,28.54,8.95,1.46,65.06,33.2
5,0.64,19.64,39.67,0.0,24.93,8.63,9.9,65.53,42.9
6,0.31,13.23,45.81,0.56,29.9,8.74,4.56,67.19,33.7
5,0.71,18.23,49.36,0.0,27.0,8.89,2.39,69.24,32.5
6,0.74,13.34,34.54,0.21,18.58,9.37,1.18,69.63,30.8
2,5.0,19.16,23.94,0.0,39.7,10.18,0.96,69.26,40.0
6,0.29,19.55,53.05,0.17,35.7,9.56,0.65,70.18,29.0
6,0.0,7.61,4.24,0.0,0.23,13.26,0.02,71.52,23.4
5,0.0,15.32,25.7,0.0,6.22,11.06,0.41,70.56,23.8
5,0.0,11.16,23.87,0.0,3.55,11.53,0.09,71.64,27.4
5,0.0,10.96,12.54,0.0,8.85,11.19,0.21,69.43,25.5
1,0.0,17.65,31.22,0.0,50.76,9.08,1.98,64.07,41.8
5,1.27,12.67,40.39,3.13,45.6,9.08,1.39,67.24,25.3
6,0.32,9.72,57.61,0.2,53.68,9.96,2.45,68.76,26.7
5,0.55,8.8,47.64,5.03,55.63,9.07,5.79,64.97,30.8
5,0.7,16.82,25.99,7.6,65.66,6.98,1.82,69.78,32.1
5,1.24,10.12,37.53,0.0,25.98,8.62,1.83,68.97,31.5
6,0.21,8.79,55.65,0.83,44.61,10.1,1.44,71.58,25.3
6,0.85,4.01,21.84,0.0,14.7,10.18,0.5,71.77,12.5
6,0.51,8.81,35.03,0.56,35.87,9.42,1.76,71.37,28.0
5,2.15,9.35,26.39,0.4,29.64,8.95,1.87,68.37,18.9
6,1.48,8.74,27.2,0.01,32.1,9.63,1.13,69.95,27.0
6,0.3,8.31,38.01,0.32,39.12,9.67,1.98,69.19,34.2
6,0.26,8.99,47.88,0.55,28.55,10.64,2.09,70.29,24.8
4,1.17,9.49,51.54,1.6,52.61,8.88,2.92,62.65,47.7
4,0.9,16.92,42.57,10.78,68.33,6.98,1.31,68.86,36.7
5,0.98,9.35,35.18,1.05,57.88,9.18,3.37,65.96,40.8
6,0.39,9.65,42.39,0.74,50.38,9.87,3.27,69.51,26.7
5,0.41,12.68,51.23,1.56,56.55,8.98,3.62,71.41,28.4
6,0.22,8.3,38.08,0.05,35.72,9.06,1.42,68.82,20.0
5,0.96,12.38,30.01,0.21,34.16,8.2,0.94,67.13,30.9
5,1.43,9.92,42.84,1.05,35.71,9.56,3.47,67.22,33.1
5,1.6,8.69,38.11,1.47,31.81,9.06,3.15,67.13,42.0
3,5.0,8.53,20.97,1.62,29.48,9.5,3.27,68.81,27.0
5,1.8,10.02,32.29,0.74,35.03,8.68,2.25,69.56,30.9
4,0.63,25.66,40.92,8.79,54.29,7.22,1.5,69.55,34.4
4,1.37,26.42,23.47,6.71,80.4,7.33,0.81,69.08,27.9
6,0.0,8.34,8.15,0.0,3.19,11.45,0.02,73.23,19.9
6,0.0,8.52,16.58,0.0,6.88,11.56,0.03,73.77,15.0
5,0.0,12.33,26.84,0.0,9.39,10.46,0.05,69.25,25.8
4,0.0,13.4,37.0,0.0,1.53,9.77,0.12,63.44,26.1
6,0.0,5.81,19.72,0.0,10.04,10.74,0.03,72.45,21.7
5,0.0,10.3,15.85,0.0,25.42,10.58,0.03,70.95,17.3
4,0.0,7.53,26.64,0.26,34.06,11.35,0.1,69.5,32.1
3,0.0,16.45,24.94,1.13,36.46,8.59,0.41,71.32,26.3
6,0.43,7.92,27.12,1.1,25.51,8.66,3.19,70.96,25.2
6,0.37,8.01,39.9,0.64,36.46,7.93,3.48,68.79,40.1
6,0.79,6.8,22.66,2.06,35.55,8.5,3.83,66.36,30.1
6,0.3,4.54,34.6,0.38,20.71,8.89,1.4,70.12,21.5
6,0.56,7.22,30.09,1.58,26.93,8.19,1.34,68.97,28.3
6,0.45,6.85,29.02,0.37,25.1,8.99,1.89,72.53,19.1
6,0.44,7.29,38.06,0.87,36.53,8.69,3.89,69.84,28.2
6,0.31,7.48,32.42,0.89,29.97,8.03,3.64,67.59,30.2
3,2.78,14.84,41.04,25.66,72.75,7.67,7.92,64.73,27.3
6,1.28,6.67,14.93,0.44,23.91,8.98,2.52,71.53,19.5
6,0.33,7.52,29.94,1.54,23.34,9.08,4.91,68.01,24.5
6,0.44,7.51,36.62,1.32,33.09,9.45,2.64,67.94,24.0
6,0.0,4.94,9.04,0.07,4.13,11.75,0.1,73.69,18.9
6,0.0,3.12,14.72,0.04,1.79,11.38,0.07,73.73,18.5
6,0.0,2.38,16.27,0.63,8.59,10.75,0.48,70.1,21.1
6,0.0,5.92,11.04,0.0,10.32,11.68,0.05,72.82,20.0
6,0.0,5.14,10.21,0.0,4.79,11.77,0.02,74.5,19.0
6,0.0,6.16,12.72,0.0,1.91,11.28,0.11,73.84,20.0
5,0.0,4.38,27.7,0.0,17.21,11.07,0.09,70.38,20.3
3,5.0,7.82,21.7,0.0,26.15,9.49,5.48,70.83,25.7
3,5.0,6.18,10.64,0.98,20.22,8.2,5.09,70.26,23.6
4,3.83,6.64,19.58,1.26,39.6,9.59,3.83,71.24,21.9
5,1.3,6.18,34.58,8.59,70.89,7.53,6.05,67.98,28.4
5,2.91,9.63,18.4,2.41,19.67,9.05,8.7,71.24,21.2
3,5.0,10.4,25.71,1.18,22.16,8.95,4.42,70.18,25.8
4,2.87,7.18,26.06,1.8,36.06,8.46,4.24,70.39,29.7
6,2.43,5.18,13.31,0.0,13.02,10.22,5.74,71.13,19.0
5,2.54,8.97,13.69,0.0,25.44,8.79,4.65,68.6,22.4
5,0.1,25.68,14.15,3.44,92.29,8.29,5.43,67.78,23.3
6,0.0,2.83,7.74,0.16,6.14,11.93,0.08,72.41,11.4
6,0.0,3.42,11.43,0.35,9.61,10.31,1.03,70.98,23.0
6,0.41,7.71,23.88,0.26,35.72,8.57,2.5,70.0,26.7
5,1.66,9.11,35.2,1.71,53.15,8.16,3.73,71.29,19.7
4,2.87,8.87,21.43,0.0,50.42,8.5,5.3,69.21,21.4
5,2.16,10.05,21.94,2.1,36.69,8.39,4.47,70.64,24.5
4,3.46,4.53,21.9,1.46,34.63,8.82,3.93,71.32,27.2
5,1.78,10.75,27.47,0.88,49.18,8.34,3.73,68.17,19.8
5,1.14,11.39,31.67,0.53,51.23,7.34,5.91,66.34,25.6
4,3.4,6.23,22.81,1.38,37.93,7.94,2.58,67.83,22.9
5,2.3,6.68,25.15,0.84,33.16,7.82,5.18,70.02,26.2
6,0.0,9.02,10.07,0.0,8.38,11.16,0.05,72.71,17.4
4,0.0,3.41,24.33,3.62,9.77,10.38,0.46,72.21,25.0
5,1.91,12.62,23.28,0.32,28.02,9.05,2.29,68.24,31.1
6,0.29,14.68,33.22,1.24,42.63,7.1,7.54,68.67,32.2
5,1.88,12.32,16.47,0.51,31.7,7.94,3.2,69.02,29.7
5,1.13,16.46,34.32,0.56,35.75,8.76,2.97,66.16,22.4
6,0.45,13.89,26.72,0.68,36.65,7.58,4.07,68.26,28.3
6,0.62,15.84,14.36,2.5,33.05,7.86,5.97,68.84,23.0
6,0.16,10.75,38.39,0.42,52.91,7.89,5.55,69.06,22.0
6,0.18,10.6,23.23,0.33,42.36,7.62,1.2,69.17,21.5
5,0.37,11.12,51.63,6.16,49.26,7.94,4.27,67.07,24.8
5,0.92,13.82,42.79,0.85,29.38,7.96,1.67,65.6,29.2
4,1.14,13.35,44.05,4.85,72.25,7.89,2.71,65.13,26.0
5,1.49,12.91,16.48,0.33,37.94,6.51,2.12,68.33,20.2
3,2.47,20.11,35.05,1.34,45.78,7.55,6.71,65.76,28.3
6,0.0,11.34,12.54,0.0,2.44,10.94,0.04,71.01,16.1
3,0.0,9.4,34.3,0.39,39.28,9.62,1.0,66.85,15.5
4,0.0,13.23,21.25,0.01,33.42,9.47,0.3,69.39,22.8
4,0.0,12.2,15.38,0.21,29.33,9.84,0.14,70.47,22.0
5,0.49,18.16,34.41,0.13,55.74,9.32,1.11,67.93,20.8
4,1.72,15.85,24.14,0.73,61.38,9.02,1.31,68.75,26.0
3,3.48,11.61,26.01,0.42,54.15,8.24,3.15,68.27,20.7
5,0.99,18.62,42.07,0.36,41.77,8.23,4.22,66.73,11.3
5,0.76,18.72,28.1,1.46,72.94,8.12,2.38,67.9,24.7
5,1.57,11.93,22.6,0.0,38.32,8.33,3.62,66.73,22.2
5,0.41,12.0,37.32,0.58,46.33,8.59,3.65,63.4,23.3
4,1.79,14.83,24.73,1.91,56.1,8.68,0.85,68.08,22.9
4,2.94,9.68,24.87,0.65,50.87,7.6,1.8,68.19,25.5
5,0.0,17.89,8.2,0.05,13.23,11.67,0.06,70.2,22.2
6,0.31,14.19,27.47,0.32,24.91,7.74,1.03,69.42,16.3
6,0.16,11.99,26.61,0.34,39.77,7.66,1.46,69.87,20.8
5,0.16,19.63,37.86,1.07,55.88,8.65,1.27,69.3,20.2
5,0.83,12.82,24.57,0.33,50.04,8.15,2.17,67.65,22.7
6,0.13,9.67,21.18,0.0,24.4,7.95,2.47,70.01,9.5
5,0.92,11.81,25.63,0.26,52.61,7.55,2.18,68.67,25.0
6,0.16,15.08,26.83,0.08,27.72,7.95,2.09,70.78,15.3
6,0.24,13.09,31.15,0.49,47.27,7.54,2.68,69.46,20.7
6,0.42,15.11,34.61,0.0,38.58,7.77,1.14,69.15,17.6
6,0.49,10.11,26.15,0.12,15.85,8.18,0.38,70.27,19.0
6,0.12,7.54,16.62,0.95,21.83,7.6,3.3,68.26,21.8
6,0.14,8.32,19.15,0.1,62.73,7.91,1.64,70.03,22.1
5,0.4,14.81,31.59,4.14,62.91,8.71,4.78,63.66,22.8
6,0.0,9.11,10.9,0.19,11.87,10.91,0.03,71.42,19.4
6,0.0,8.93,11.7,0.0,14.78,11.03,0.04,71.66,19.7
6,1.63,4.81,14.81,0.52,18.74,8.4,1.74,71.14,17.5
4,5.0,7.15,9.38,0.08,6.11,8.52,2.5,71.1,13.8
6,0.6,3.69,28.79,0.13,20.25,7.29,5.47,68.35,19.4
3,5.0,5.13,18.08,0.0,23.8,7.57,2.81,71.52,20.0
5,2.11,2.75,17.18,0.42,29.47,8.18,3.26,70.08,23.5
4,4.95,7.2,12.76,0.47,10.58,8.77,3.93,72.1,22.6
6,0.0,4.76,5.07,0.0,6.29,10.25,0.07,73.41,16.7
3,5.0,6.42,10.47,0.79,28.8,9.04,1.42,70.46,20.0
3,5.0,6.85,13.93,0.51,20.13,8.38,0.85,71.11,17.6
3,5.0,4.95,8.23,0.74,18.66,9.13,2.72,65.31,17.8
3,3.57,13.93,23.55,3.44,20.93,7.72,3.78,62.39,25.4
3,5.0,7.09,8.63,0.17,36.05,7.51,1.13,67.36,21.7
6,0.0,5.05,4.91,0.03,1.19,11.21,0.22,73.36,17.5
6,0.0,9.57,5.14,0.0,12.61,10.1,0.1,72.18,18.8
3,5.0,15.06,55.79,0.0,0.48,8.87,0.05,68.99,19.3
6,0.0,4.94,13.45,0.0,1.65,11.27,0.0,74.19,19.7
6,0.0,7.24,20.37,0.0,0.62,10.53,0.02,73.35,20.4
6,0.0,4.31,8.52,0.0,2.2,10.62,0.01,73.69,17.6
6,0.0,3.56,6.58,0.0,10.91,11.37,0.01,74.2,15.7
6,0.0,4.28,11.02,0.0,8.69,11.29,0.01,74.54,13.4
5,2.87,8.13,25.27,0.13,25.75,8.48,0.29,71.36,28.6
6,0.78,7.7,41.01,0.0,43.46,7.39,0.94,71.21,24.2
6,0.67,11.18,45.06,0.29,36.3,7.02,0.93,70.32,33.7
6,1.49,7.15,29.52,0.0,12.19,9.26,0.35,73.72,31.1
5,0.49,10.65,58.49,0.11,51.46,7.66,0.61,71.59,35.2
6,0.69,11.15,45.19,0.13,42.14,7.83,0.99,69.67,24.4
6,0.62,7.97,41.05,0.11,24.76,8.07,0.6,72.02,16.0
6,0.62,13.1,44.7,0.0,28.3,8.0,0.39,73.78,18.7
6,0.89,12.3,32.81,0.0,21.56,7.56,0.18,72.18,26.5
6,0.41,12.33,46.16,0.07,28.67,7.46,0.44,70.46,23.0
6,0.54,10.71,37.37,0.0,18.88,8.52,0.55,72.62,22.0
6,0.26,13.04,44.05,0.0,7.6,6.94,0.62,71.84,14.4
6,0.3,10.03,31.62,0.05,28.61,7.19,0.6,72.58,18.1
6,1.03,8.83,24.92,0.0,34.91,8.08,0.28,71.18,20.6
6,0.36,8.95,24.47,0.32,15.01,7.54,0.25,72.33,20.6
6,0.98,5.21,22.54,0.04,10.31,9.4,0.14,73.81,21.5
5,1.81,11.3,48.45,0.0,28.97,8.04,0.5,72.52,29.6
6,0.53,9.65,37.13,0.0,29.53,7.94,1.0,71.6,22.7
6,0.0,7.24,14.51,0.0,13.9,10.65,0.02,73.82,16.9
5,0.0,8.25,21.35,0.0,18.88,10.1,0.02,72.58,19.1
6,0.0,4.37,15.65,0.07,6.15,11.19,0.01,74.46,26.4
5,0.0,10.03,18.98,0.0,4.01,10.25,0.01,72.44,30.6
6,0.0,4.74,8.7,0.06,4.34,11.45,0.02,75.19,13.8
6,0.0,2.58,5.47,0.0,19.18,11.3,0.03,74.62,12.3
6,0.0,5.35,15.53,0.0,7.66,11.02,0.01,74.21,19.9
4,0.0,13.13,31.34,0.18,24.16,9.75,0.06,72.34,28.9
5,0.0,7.11,33.82,0.0,15.51,8.71,0.11,71.19,23.9
6,0.44,11.67,30.17,0.15,26.03,7.3,0.54,73.9,17.9
6,1.03,13.66,24.71,0.0,27.59,7.91,0.23,73.8,21.6
6,0.94,16.24,19.94,0.0,25.93,7.54,0.29,73.21,16.8
6,0.89,16.23,21.78,0.13,27.87,6.99,0.5,74.28,23.3
6,0.57,17.83,28.18,0.33,32.66,7.41,0.34,73.55,15.9
6,0.5,12.4,27.88,0.08,22.56,8.36,0.49,74.87,15.7
6,0.88,17.67,26.52,0.07,13.35,7.1,0.62,71.94,28.1
6,1.13,11.91,24.25,0.0,24.14,7.69,0.59,73.88,22.3
6,0.47,10.62,17.76,0.0,27.05,7.74,0.39,76.03,20.7
6,0.54,13.49,27.06,0.0,29.47,9.03,0.17,76.86,15.8
6,0.49,8.23,13.73,0.17,20.58,9.42,0.12,77.73,20.0
6,0.17,11.55,16.17,0.0,21.57,7.15,0.71,76.28,14.0
6,0.52,10.68,19.01,0.0,20.59,8.61,0.33,77.55,16.2
6,0.22,13.83,21.76,0.0,11.55,7.52,0.29,75.79,18.8
6,0.23,12.74,34.16,0.19,10.71,7.24,0.57,74.84,9.6
6,0.23,12.39,35.85,0.16,3.27,7.25,0.83,74.51,21.5
6,0.36,15.8,30.0,0.0,11.18,7.54,0.49,74.61,18.7
6,0.27,10.21,21.0,0.0,16.88,7.72,0.4,76.27,20.6
6,0.8,7.6,10.82,0.0,20.59,8.88,0.13,76.68,17.6
6,0.64,7.44,20.3,0.0,26.57,8.14,0.39,75.91,25.0
6,0.31,12.92,25.79,0.0,5.87,8.23,0.4,75.46,25.5
6,1.03,7.82,15.86,0.0,10.25,8.44,0.4,75.79,16.4
6,1.56,10.17,14.25,0.0,18.22,7.4,0.47,75.64,20.5
6,0.67,10.24,20.61,0.0,16.66,7.58,0.42,74.48,21.2
6,0.78,9.68,28.43,0.0,18.0,7.14,0.44,74.74,21.7
6,0.91,10.57,32.41,0.0,26.91,7.58,0.41,73.74,19.5
6,0.61,16.56,38.61,0.0,25.98,6.85,0.42,73.53,24.7
6,0.72,8.6,25.96,0.0,25.07,7.22,0.26,71.72,28.0
6,0.66,17.43,27.58,0.0,25.53,6.42,0.51,69.54,26.3
6,0.0,7.75,16.05,0.0,5.38,10.84,0.01,76.93,13.3
6,0.0,9.4,8.1,0.0,12.78,11.23,0.01,77.32,20.4
6,0.0,5.14,6.96,0.0,6.05,10.76,0.04,77.55,15.2
6,0.0,4.56,6.75,0.0,5.14,10.9,0.03,77.51,21.3
5,0.0,7.59,13.28,0.0,29.48,9.64,0.03,74.44,20.6
6,0.0,8.12,16.85,0.0,0.3,9.12,0.02,74.54,23.9
6,0.66,18.38,20.99,0.0,20.11,9.01,0.38,75.27,14.9
6,1.17,14.04,22.45,0.0,21.48,9.72,0.14,73.89,19.1
6,0.2,17.69,37.81,0.0,45.34,7.41,0.83,74.19,20.6
6,1.46,8.64,10.4,0.0,21.38,10.99,0.07,74.92,16.0
6,0.0,7.69,7.4,0.0,19.98,11.89,0.01,74.76,17.1
6,0.51,15.11,37.23,0.31,38.59,7.52,1.08,72.07,22.7
6,0.26,10.26,25.08,0.0,16.77,7.62,0.47,72.85,20.0
6,0.47,12.14,32.96,0.0,39.95,7.7,0.69,73.86,18.1
6,0.47,7.51,24.68,0.0,27.82,8.49,0.29,74.16,13.1
6,0.58,9.65,20.42,0.0,26.92,7.85,0.66,73.61,14.5
6,0.87,11.64,27.2,0.0,36.86,8.22,0.41,72.65,18.0
6,1.0,10.5,29.76,0.0,24.98,7.59,0.59,72.61,25.7
6,0.54,10.05,38.82,0.41,27.74,7.32,0.66,70.21,30.1
6,0.59,10.41,36.36,0.06,31.28,6.43,0.53,69.28,23.9
6,0.5,8.07,18.79,0.0,24.4,7.43,1.49,70.72,20.1
5,0.4,14.73,45.07,0.16,35.96,5.99,0.74,66.89,37.0
6,0.44,12.63,46.77,0.13,39.48,6.55,0.83,69.24,23.7
5,0.7,18.91,43.32,0.28,30.22,6.2,0.73,67.36,23.3
6,0.91,9.7,43.68,0.0,29.35,7.24,0.45,70.25,21.5
6,1.88,5.93,10.64,0.0,10.47,10.73,0.09,74.06,14.8
6,0.52,10.62,31.31,0.0,14.06,8.66,0.25,72.59,27.4
6,0.57,10.0,30.42,0.0,18.52,8.56,0.28,72.49,21.2
6,0.38,11.85,38.94,0.0,22.42,7.85,0.5,71.6,25.3
6,0.28,11.91,29.8,0.12,22.86,7.66,0.65,71.5,15.9
6,0.32,10.66,33.84,0.0,10.88,8.29,0.36,72.65,17.2
6,0.17,15.57,29.66,0.0,13.41,7.68,0.53,72.41,16.2
6,0.29,13.27,28.33,0.28,16.92,7.45,0.73,71.72,23.9
6,0.27,16.31,31.56,0.0,11.1,7.61,0.76,71.56,25.1
6,0.26,13.86,24.9,0.2,10.04,8.08,0.42,72.49,20.5
6,0.57,12.42,18.54,0.0,2.71,9.59,0.26,72.67,23.0
5,0.61,21.57,58.03,0.14,32.89,6.16,0.38,70.22,38.9
5,0.43,23.76,57.79,0.0,22.78,5.47,0.58,68.07,17.2
5,0.79,15.3,38.55,0.0,22.44,6.89,0.37,67.67,38.7
